,0
0,0.1394085676358717
1,0.1339542839033993
2,0.13922401913647525
3,0.13291837099970072
4,0.13275349212511112
5,0.1325500808537697
6,0.12332430090716301
7,0.11653449454946246
8,0.0941505518583273
9,0.07020045653129886
10,0.06138323900832614
11,0.051791406897831856
12,0.05650829884102058
13,0.058504957386495374
14,0.07923106727498759
15,0.08997529830848987
16,0.11348114990768048
17,0.14374744166848868
18,0.1486382466636092
19,0.13655393685215153
20,0.10875617656923624
21,0.08369966737865452
22,0.05959462561675659
23,0.06126049148834756
24,0.05379474905127992
25,0.03846837761065163
26,0.03926671263796199
27,0.03253199458917228
28,0.023080660720980493
29,0.030931161419037435
30,0.03914941455139947
31,0.03407559750276758
32,0.03633645377586543
33,0.03684389548999931
34,0.04334994033067457
35,0.04922234645911308
36,0.06620852135006115
37,0.0953277158412755
38,0.10436803540240161
39,0.11199078001857204
40,0.08432813369549777
41,0.062390034228673105
42,0.0603129037315224
43,-0.04996144281421923
44,-0.14405976736541873
45,-0.10490799262283022
46,-0.01140096990472539
47,0.04357412630594743
48,0.01219639689398741
49,-0.009128442747720272
50,-0.003201395518847429
51,-0.0434865385375909
52,-0.08284828716497855
53,-0.1903288369658816
54,-0.09084363271812786
55,-0.10878313617063214
