,0
0,0.2939281781478152
1,0.2828065040622123
2,0.2787904576430356
3,0.2697680509415438
4,0.24991389706693615
5,0.23895932186649002
6,0.20380489500450238
7,0.18346937218980838
8,0.17669650992083769
9,0.17958067521279616
10,0.18914701464065045
11,0.22111403226563284
12,0.2575109869701647
13,0.2813417916874769
14,0.29946340289885687
15,0.3126190323242359
16,0.3187677964629953
17,0.3186685707784868
18,0.30660598767533814
19,0.2960564257984739
20,0.27899537248633566
21,0.26308067180144773
22,0.226292908583844
23,0.20963902173112012
24,0.17727308224195748
25,0.1306777472267137
26,0.0939856669433331
27,0.06978295732965543
28,0.06883960142861198
29,0.08881259070592375
30,0.12557832561328708
31,0.14237859838110278
32,0.12802492426981232
33,0.09331569444888058
34,0.05284212727642209
35,0.029132837645975976
36,0.07870260935286216
37,0.14167939878912497
38,0.15965579491983192
39,0.16985568772857954
40,0.14458321977047509
41,0.10910566965274406
42,-0.01442275350910148
43,-0.1676378772847731
44,-0.19777391256148658
45,-0.14265501158801228
46,0.00615581395305804
47,-0.003563760273290253
48,0.03662015774830298
49,0.053265787994760755
50,0.0260542135651931
51,-0.058293783756904104
52,-0.05343117219041543
53,0.037545250592824486
54,0.1373176812604347
55,0.09615817718989116
