,0
0,0.49867295006272583
1,0.49296422091583875
2,0.4862512042572259
3,0.49111843121392623
4,0.48491748487961683
5,0.47764540349692464
6,0.4805120850176983
7,0.47062328003475234
8,0.4648466749836052
9,0.45032187203228985
10,0.4263706810750259
11,0.39931079796668423
12,0.3711049340497511
13,0.3575511713165763
14,0.33934490747689233
15,0.33926074414531
16,0.33344343020468076
17,0.336464330553045
18,0.34791942271071685
19,0.35814709857809873
20,0.36039462848372583
21,0.34352680903035676
22,0.33694055933014067
23,0.31825980709223095
24,0.29414883571044276
25,0.27967138502531214
26,0.26721339385792164
27,0.24333747258423152
28,0.24126881886503176
29,0.2222911640774466
30,0.22785053660394752
31,0.23579150026679935
32,0.2516535653796038
33,0.26810229706839916
34,0.25183286349409795
35,0.23762543369210437
36,0.21655337846843112
37,0.1850829378278058
38,0.13193682738804838
39,0.0497500239208271
40,-0.056542252310484264
41,-0.1464005544062094
42,-0.23230826438387459
43,-0.24953040662766265
44,-0.13166163159502015
45,0.13577836448526656
46,0.2655437627018041
47,0.23662670432323665
48,0.1963129716058376
49,0.11205252889710042
50,-0.04643776652417555
51,-0.20386752108459627
52,-0.24564045315805805
53,-0.18533985377969928
54,-0.13118498092568653
55,-0.10613083946927289
