,0
0,0.3442263665982176
1,0.3459556696149859
2,0.3421244874574905
3,0.34406215459347644
4,0.3440517467354075
5,0.34079550915529927
6,0.3523413035869331
7,0.3529265748635255
8,0.35682564158534813
9,0.35188752808488843
10,0.32055354084305954
11,0.2724368592469253
12,0.2229605942972155
13,0.18540725582645637
14,0.15193587427284933
15,0.11909153319641948
16,0.09930878941793975
17,0.08516652813337942
18,0.09238210709299048
19,0.08738888252182304
20,0.08573567889975561
21,0.08399854318449637
22,0.083372354142436
23,0.08374406684939274
24,0.07634599962048572
25,0.07073109596827896
26,0.05462559896667139
27,0.04762297387260584
28,0.05183967003955273
29,0.046973876634305044
