,0
0,0.007241901304866766
1,0.011534206188546057
2,0.01823948831682766
3,0.037149503003543555
4,0.044047621938840466
5,0.07405250468760433
6,0.12104353646124956
7,0.16252998547808956
8,0.18154271602376362
9,0.1531421333855361
10,0.1113372262299029
11,0.06421583008132091
12,0.022802686048694676
13,0.012582772478016892
14,0.016736336460452982
15,0.019354899640263778
16,0.021723438365448624
17,0.03625020498977877
18,0.07016957931843203
19,0.06352625563678443
20,0.07753849435350392
21,0.08590445447226264
22,0.08901184650743153
23,0.08443303539364994
24,0.08392651600984176
25,0.10319690470968211
26,0.12857437225252072
27,0.15580544674796915
28,0.18374303504057848
29,0.19559548375304509
30,0.1898892462883154
31,0.17401963202596388
32,0.16689686437214202
33,0.15846376262803563
34,0.15207267754548615
35,0.1447776837840899
36,0.14909798839990948
37,0.15585585992578857
38,0.16540009530908928
39,0.16770599290809934
40,0.1414420640857003
41,0.08741104931658475
42,-0.033941183951411616
43,-0.1851609978078009
44,-0.1918484681811546
45,-0.11538684280586219
46,0.009125394428969504
47,0.06460600605547367
48,0.05354865996027964
49,0.000112687461361096
50,-0.02292855427076868
51,0.021029954274006803
52,0.07287955054136756
53,0.10133165199303272
54,0.11420301699939298
55,0.1040429514249148
