,0
0,0.4238570104647756
1,0.4216982593785232
2,0.4322427911122744
3,0.4236560171125134
4,0.42732494270720806
5,0.42184098184689456
6,0.42188395941553664
7,0.41941394185550596
8,0.41177064832729526
9,0.39553688281757016
10,0.3612446951712264
11,0.3336957337731788
12,0.29902006494669015
13,0.2643015899811015
14,0.2594116544386829
15,0.2506029168809645
16,0.24590870071580798
17,0.2488586330675493
18,0.25750326432311044
19,0.2565240468014895
20,0.25955838771476475
21,0.2540891253182587
22,0.26006216923828657
23,0.2588204696184075
24,0.2507247612999168
25,0.24319077494079702
26,0.23755380846210364
27,0.23165334550794364
28,0.21853367863547696
29,0.2157141449521185
