,0
0,0.08407340767717367
1,0.08572195836710335
2,0.09945812979443569
3,0.0930960548168819
4,0.10652409140575061
5,0.10963188180393535
6,0.12744786495461702
7,0.12435886655997652
8,0.1325628180744701
9,0.1052749525661618
10,0.04768551892247798
11,0.008387346182095225
12,-0.01820775447039081
13,-0.029567510260367795
14,-0.03202770116733361
15,-0.03175431838067216
16,-0.04546324528088142
17,-0.05202086566867702
18,-0.053913646221460595
19,-0.05476993623901355
20,-0.04548794398664329
21,-0.014705058187161304
22,0.007970730915429639
23,-0.004813718901806226
24,-0.019116208456810193
25,-0.026956963795502765
26,-0.0422654498251798
27,-0.0454937960928577
28,-0.03721260372247883
29,-0.008316742477869007
30,0.01183542347478962
31,0.03469984305394178
32,0.032246108131296976
33,0.027201212719976452
34,0.03860321968836318
35,0.05595121642484021
36,0.07835403659172491
37,0.09248572689701767
38,0.10465215342368792
39,0.1076265325104165
40,0.08516052511030796
41,0.07885332957843944
42,0.08241580547418796
43,-0.010413824344162294
44,-0.08797001280955928
45,-0.09783589939635044
46,-0.13944012580875578
47,-0.05039590201466029
48,-0.021862493523768158
49,-0.022179882752000914
50,-0.002588728291592985
51,0.026261713465832393
52,0.044479265254358864
53,0.05633312584782907
54,0.09767969592540335
55,0.1311348594366939
