,0
0,0.2827000213898172
1,0.2870078842081209
2,0.2825922482346476
3,0.2871732708810223
4,0.2812084492066234
5,0.27940728020012956
6,0.28139958941033616
7,0.27837117770832703
8,0.27322404369240655
9,0.2649362136243317
10,0.2490857445159586
11,0.22756862473385292
12,0.21940123923613528
13,0.21273067846043284
14,0.21113142647040972
15,0.21365161846036695
16,0.22555869135126136
17,0.22927422366275382
18,0.2461602054974797
19,0.24728858556782507
20,0.24818817648641273
21,0.24272940706350193
22,0.22765106890628095
23,0.22192435822710188
24,0.21408187225250086
25,0.20894009255648255
26,0.19571767174818855
27,0.18475009890612343
28,0.1723428160171559
29,0.16351874818986592
30,0.1674726811297193
31,0.17432000512866658
32,0.19271633787753012
33,0.20359476768255558
34,0.20176231234356878
35,0.1892517452461587
36,0.18614324294284365
37,0.15411830063176699
38,0.11012516731898421
39,0.05862198642393453
40,-0.006783015275350324
41,-0.05558301756189018
42,-0.12709977347928283
43,-0.1579293767617079
44,-0.10298831637187524
45,0.037904703513345676
46,0.12667075484410503
47,0.08177358364440769
48,0.06756514221479236
49,0.05624031626977127
50,0.02546380127374907
51,-0.019543331803203518
52,-0.032666912802982354
53,-0.025336414854718627
54,-0.014692489982972961
55,-0.013657418336696179
